,datetime,next_change_id
398,2019-09-23 10:00:01,493326680-510418370-481670309-550831263-523338668
399,2019-09-23 11:00:00,493369692-510446611-481697508-550864074-523369905
400,2019-09-23 12:00:00,493409006-510484344-481735412-550905864-523409327
401,2019-09-23 13:00:00,493451608-510525711-481781604-550956611-523455646
402,2019-09-23 14:00:00,493498363-510571011-481825153-551004368-523503788
403,2019-09-23 15:00:00,493546489-510625506-481869301-551054224-523553140
404,2019-09-23 16:00:00,493593867-510671750-481912304-551105832-523600194
405,2019-09-23 17:00:00,493637003-510717590-481953741-551156424-523643438
406,2019-09-23 18:00:00,493683099-510766492-482019029-551209512-523698698
407,2019-09-23 19:00:01,493720186-510804247-482074667-551250067-523738636
408,2019-09-23 20:00:00,493768569-510848661-482117874-551305199-523785256
409,2019-09-23 21:00:00,493796954-510882546-482148206-551348737-523817274
410,2019-09-23 22:00:00,493830137-510915919-482178573-551385267-523852298
411,2019-09-23 23:00:00,493859355-510944086-482205642-551416973-523881825
412,2019-09-24 00:00:00,493885191-510969753-482230970-551445565-523910806
413,2019-09-24 01:00:00,493911516-510995482-482253998-551473566-523938077
414,2019-09-24 02:00:00,493936699-511020094-482277625-551501853-523965164
415,2019-09-24 03:00:00,493961671-511044713-482300697-551529845-523992745
416,2019-09-24 04:00:00,493985724-511071110-482329041-551556136-524017708
417,2019-09-24 05:00:00,494010146-511096241-482351298-551582054-524042787
418,2019-09-24 06:00:01,494034266-511119049-482375892-551607920-524066561
419,2019-09-24 07:00:00,494059965-511143073-482402499-551633324-524090718
420,2019-09-24 08:00:00,494086912-511167253-482428897-551661096-524116369
421,2019-09-24 09:00:00,494113945-511197617-482455688-551689418-524163406
422,2019-09-24 10:00:00,494144927-511224767-482483536-551721445-524192908
423,2019-09-24 11:00:00,494189414-511254774-482513552-551755111-524226256
424,2019-09-24 12:00:01,494226990-511288861-482547202-551793223-524269115
425,2019-09-24 13:00:00,494266447-511327709-482585328-551833325-524310895
426,2019-09-24 14:00:00,494311747-511369916-482628693-551879140-524357009
427,2019-09-24 15:00:00,494358099-511413770-482675412-551935257-524403474
428,2019-09-24 16:00:00,494402055-511455936-482731009-551998909-524448786
429,2019-09-24 17:00:00,494448082-511495950-482770409-552044227-524498649
430,2019-09-24 18:00:00,494492015-511538103-482810573-552090942-524542386
431,2019-09-24 19:00:00,494532498-511578500-482849761-552133169-524580727
432,2019-09-24 20:00:00,494570159-511618510-482887225-552175148-524620574
433,2019-09-24 21:00:00,494601794-511652797-482917630-552212378-524654728
434,2019-09-24 22:00:00,494633339-511685362-482946812-552248436-524686073
435,2019-09-24 23:00:00,494661884-511712607-482974853-552279862-524723026
436,2019-09-25 00:00:01,494687892-511739169-483000298-552310548-524749399
